"id","planet","lefty","major","age","hs.gpa","income","gpa"
383,"Jupiter",FALSE,"Music Recording Technology",24,4,NA,3.058
384,"Jupiter",FALSE,"Fitness Technician",24,3.189,1446.05172301174,1.938
385,"Jupiter",FALSE,"International Studies",32,4,NA,3.954
386,"Saturn",FALSE,"Atmospheric Sciences",32,0,29.2648659512095,0.044
387,"Jupiter",FALSE,"International Studies",31,4,253314.963072157,3.696
388,"Saturn",FALSE,"Surgical Technician",27,4,NA,3.94
389,"Jupiter",FALSE,"Music Recording Technology",47,0.063,100.23802266425,0.67
390,"Jupiter",TRUE,"Fitness Technician",34,2.994,NA,2.593
391,"Uranus",FALSE,"Fitness Technician",28,3.7,NA,3.252
392,"Saturn",FALSE,"Surgical Technician",45,4,NA,3.662
393,"Saturn",FALSE,"Atmospheric Sciences",30,4,119983.1533268,3.123
394,"Jupiter",TRUE,"International Studies",36,4,NA,3.547
395,"Saturn",FALSE,"Music Recording Technology",26,0.048,14.5709846176993,0
396,"Jupiter",FALSE,"Music Recording Technology",26,4,24814.5909820952,3.237
397,"Jupiter",FALSE,"International Studies",32,4,NA,3.792
398,"Saturn",FALSE,"English Studies",38,4,NA,3.906
399,"Jupiter",TRUE,"Writing",24,3.834,NA,3.932
400,"Jupiter",TRUE,"Web Graphic Design",25,0,31.2184610914792,0.017
401,"Jupiter",FALSE,"Music Recording Technology",37,2.663,2563.95117778733,2.012
402,"Jupiter",FALSE,"International Studies",26,1.349,NA,3.001
403,"Saturn",TRUE,"Visual Arts Illustration Spec",30,4,NA,4
404,"Jupiter",FALSE,"Family and Human Studies",22,2.563,NA,2.358
405,"Jupiter",TRUE,"Machining Technology",45,4,NA,3.999
406,"Jupiter",FALSE,"Comm Health & Leadership",28,4,NA,3.951
407,"Jupiter",FALSE,"Surgical Technician",39,4,NA,3.69
408,"Jupiter",FALSE,"Automotive Technician",28,4,NA,3.126
409,"Jupiter",FALSE,"Music Recording Technology",30,4,NA,3.979
410,"Jupiter",TRUE,"Economics",43,3.75,NA,4
411,"Jupiter",FALSE,"International Studies",29,4,NA,3.3
412,"Jupiter",FALSE,"Exercise Sci/Kinesiology",28,4,NA,3.957
413,"Jupiter",FALSE,"Atmospheric Sciences",21,0.756,71.1034171354001,1.036
414,"Saturn",FALSE,"Surgical Technician",28,4,NA,4
415,"Saturn",TRUE,"Theatre Arts",44,4,NA,3.593
416,"Jupiter",FALSE,"Motorcycle & Outdoor Pow Equip",46,4,NA,4
417,"Jupiter",TRUE,"Music Recording Technology",37,4,NA,4
418,"Uranus",FALSE,"International Studies",20,0,20.1153804315785,0.014
419,"Venus",FALSE,"Music Recording Technology",25,0,29.166293282574,0
420,"Jupiter",FALSE,"Biology",50,4,NA,3.197
421,"Jupiter",FALSE,"Music Recording Technology",34,4,NA,4
422,"Saturn",TRUE,"Fashion Merchandising",23,4,NA,3.929
423,"Jupiter",FALSE,"Writing",30,4,NA,4
424,"Jupiter",TRUE,"Engineering/Electrical",30,4,NA,3.854
425,"Jupiter",FALSE,"Surgical Technician",45,4,NA,3.982
426,"Jupiter",FALSE,"Comm Health & Leadership",24,4,NA,3.171
427,"Jupiter",TRUE,"International Studies",29,4,NA,3.429
428,"Saturn",TRUE,"Engineering/Electrical",46,4,NA,4
429,"Saturn",FALSE,"International Studies",49,4,NA,3.38
430,"Jupiter",TRUE,"Engineering/Electrical",34,4,NA,4
431,"Jupiter",TRUE,"Engineering/Electrical",39,4,NA,3.717
432,"Jupiter",FALSE,"Visual Arts Illustration Spec",37,4,NA,3.967
433,"Neptune",FALSE,"English Studies",46,3.614,NA,3.091
434,"Jupiter",FALSE,"Business Administration",48,4,NA,3.968
435,"Jupiter",TRUE,"Diesel Systems Technology",28,0,7.36474614507902,0
436,"Jupiter",FALSE,"Music Recording Technology",20,4,NA,4
437,"Saturn",FALSE,"Music Recording Technology",28,4,185397.361103872,3.989
438,"Jupiter",FALSE,"Exercise Sci/Kinesiology",54,4,NA,4
439,"Jupiter",FALSE,"Writing",45,4,NA,4
440,"Jupiter",FALSE,"International Studies",28,3.996,NA,3.307
441,"Jupiter",TRUE,"Pre-Medical Health Sciences",28,4,NA,4
442,"Jupiter",FALSE,"Surgical Technician",28,4,NA,3.985
443,"Jupiter",FALSE,"International Studies",43,1.234,NA,1.184
444,"Uranus",TRUE,"Visual Arts Illustration Spec",28,0,60.7558682743,0.734
445,"Jupiter",FALSE,"Dental Hygiene",22,3.446,NA,3.056
446,"Jupiter",FALSE,"Atmospheric Sciences",45,4,NA,4
447,"Jupiter",TRUE,"Culinary Arts",28,0,14.2540070813067,0
448,"Jupiter",FALSE,"Atmospheric Sciences",49,4,NA,4
449,"Jupiter",TRUE,"Music Recording Technology",36,1.182,26.0024239173667,0.705
450,"Jupiter",FALSE,"Surgical Technician",27,4,NA,3.849
451,"Jupiter",TRUE,"Social & Behavioral Sciences",25,4,NA,3.954
452,"Jupiter",FALSE,"Surgical Technician",28,4,NA,3.854
453,"Venus",TRUE,"Visual Arts Illustration Spec",54,3.016,NA,2.63
454,"Jupiter",TRUE,"Social Work",33,4,NA,3.978
455,"Jupiter",FALSE,"Cabinet Making Furniture Const",25,0,2.97967977239056,0
456,"Saturn",TRUE,"Visual Arts Illustration Spec",31,4,15825.2940498884,3.181
457,"Jupiter",TRUE,"Web Graphic Design",37,2.389,NA,2.653
458,"Jupiter",TRUE,"Physical Therapist Assistant",22,4,NA,4
459,"Jupiter",FALSE,"Physical Therapist Assistant",43,4,NA,3.779
460,"Jupiter",TRUE,"Transition to Teaching/ARL",27,3.191,2739.11070372143,2.248
461,"Saturn",TRUE,"Web Graphic Design",26,4,NA,3.604
462,"Jupiter",FALSE,"Visual Arts Illustration Spec",24,4,NA,3.973
463,"Jupiter",TRUE,"International Studies",30,0,18.2973616972921,0.022
464,"Jupiter",FALSE,"Music Recording Technology",21,2.949,NA,2.84
465,"Jupiter",FALSE,"International Studies",24,4,36456.8655421008,3.039
466,"Jupiter",TRUE,"International Studies",34,0,34.0479895055718,0.124
467,"Saturn",TRUE,"International Studies",25,3.768,4568.97570521318,2.37
468,"Jupiter",FALSE,"Music Recording Technology",28,3.445,NA,3.708
469,"Jupiter",TRUE,"Surgical Technician",42,4,NA,3.875
470,"Saturn",TRUE,"Fitness Technician",27,2.804,5564.98742055795,2.509
471,"Jupiter",FALSE,"Music Recording Technology",43,0,12.5550158426897,0
472,"Uranus",FALSE,"Visual Arts Illustration Spec",24,1.311,NA,1.66
473,"Saturn",FALSE,"Fitness Technician",29,3.669,119104.255538568,3.102
474,"Jupiter",FALSE,"Physical Therapist Assistant",43,4,NA,4
475,"Saturn",FALSE,"Visual Arts Illustration Spec",24,3.843,NA,3.073
476,"Jupiter",TRUE,"Comm Health & Leadership",33,4,NA,3.214
477,"Jupiter",FALSE,"Surgical Technician",41,4,NA,3.946
478,"Saturn",TRUE,"International Studies",34,0.699,259.821035145755,0.981
479,"Saturn",FALSE,"Atmospheric Sciences",23,3.929,NA,3.865
480,"Jupiter",FALSE,"Visual Arts Illustration Spec",23,4,NA,3.889
481,"Saturn",TRUE,"International Studies",23,4,NA,3.895
482,"Jupiter",FALSE,"General Education",40,0,20.1994269241525,0.144
483,"Saturn",FALSE,"Music Recording Technology",44,4,NA,3.857
484,"Jupiter",FALSE,"Fitness Technician",43,4,NA,3.981
485,"Jupiter",TRUE,"International Studies",27,4,NA,3.294
486,"Saturn",FALSE,"Visual Arts Illustration Spec",24,0.21,NA,1.88
487,"Jupiter",FALSE,"Hospitality Management",34,0,22.4850046600758,0
488,"Venus",TRUE,"Engineering/Electrical",43,4,NA,4
489,"Jupiter",TRUE,"Business Administration",25,2.679,NA,2.647
490,"Jupiter",FALSE,"International Studies",42,2.609,NA,2.661
491,"Jupiter",TRUE,"Chemistry",29,2.116,137.911838096479,1.791
492,"Jupiter",FALSE,"Atmospheric Sciences",26,4,NA,3.371
493,"Jupiter",TRUE,"Comm Health & Leadership",24,4,NA,3.927
494,"Jupiter",FALSE,"Technical Apparel Design",24,4,NA,3.988
495,"Jupiter",TRUE,"Visual Arts Illustration Spec",27,3.12,NA,2.75
496,"Jupiter",FALSE,"American Sign Language",25,4,NA,3.672
497,"Jupiter",FALSE,"Music Recording Technology",29,4,NA,3.849
498,"Venus",TRUE,"Comm Health & Leadership",38,3.767,NA,4
499,"Jupiter",FALSE,"Surgical Technician",34,4,NA,3.563
500,"Jupiter",FALSE,"Visual Arts Illustration Spec",31,4,NA,3.926
501,"Saturn",TRUE,"Surgical Technician",24,4,NA,3.477
502,"Jupiter",TRUE,"Visual Arts Illustration Spec",19,3.096,NA,2.916
503,"Jupiter",TRUE,"Interior Design",44,4,NA,3.736
504,"Saturn",FALSE,"Music Recording Technology",44,4,NA,4
505,"Jupiter",FALSE,"Music Recording Technology",27,0,166.790574653959,1.146
506,"Saturn",FALSE,"Visual Arts Illustration Spec",27,3.76,NA,2.808
507,"Jupiter",FALSE,"Visual Arts Illustration Spec",28,3.068,NA,3.113
508,"Jupiter",TRUE,"Respiratory Therapy",35,0.974,1335.12606067098,2.089
509,"Saturn",FALSE,"Atmospheric Sciences",28,4,NA,3.888
510,"Jupiter",FALSE,"Fitness Technician",41,2.231,NA,2.125
511,"Jupiter",FALSE,"Comm Health & Leadership",42,4,NA,3.832
512,"Jupiter",FALSE,"General Education",26,4,NA,3.118
513,"Saturn",FALSE,"Sociology",28,4,NA,3.865
514,"Jupiter",FALSE,"Music Recording Technology",47,3.444,NA,3.201
515,"Jupiter",FALSE,"American Sign Language",31,4,NA,3.555
516,"Jupiter",FALSE,"Visual Arts Illustration Spec",29,0,32.6301088383898,0
517,"Jupiter",TRUE,"Energy Management",49,4,NA,3.93
518,"Jupiter",FALSE,"Web Graphic Design",44,4,NA,3.894
519,"Saturn",TRUE,"Atmospheric Sciences",27,4,NA,3.902
520,"Jupiter",TRUE,"Surgical Technician",34,4,NA,4
521,"Jupiter",TRUE,"Atmospheric Sciences",29,0,10.4954891517474,0.343
522,"Neptune",TRUE,"Energy Management",39,0,11.9073919700607,0
523,"Saturn",FALSE,"Music Recording Technology",24,2.92,NA,2.279
524,"Jupiter",FALSE,"Sociology",43,4,NA,3.839
525,"Saturn",FALSE,"Writing",27,4,NA,3.87
526,"Jupiter",FALSE,"Exercise Sci/Kinesiology",26,4,NA,3.292
527,"Jupiter",FALSE,"Peace Officer Basic Trng",28,3.773,NA,3.96
528,"Jupiter",TRUE,"Atmospheric Sciences",48,3.385,NA,3.502
529,"Jupiter",TRUE,"Engineering/Electrical",44,3.679,107706.600432505,3.711
530,"Jupiter",FALSE,"Pre-Medical Health Sciences",26,0.816,200.163347246245,0.946
531,"Jupiter",TRUE,"Writing",24,4,NA,3.974
532,"Jupiter",FALSE,"Visual Arts Illustration Spec",31,4,NA,3.721
533,"Saturn",TRUE,"Business",34,4,NA,4
534,"Neptune",FALSE,"International Studies",26,4,NA,4
535,"Jupiter",TRUE,"Engineering/Electrical",43,4,NA,3.974
536,"Jupiter",FALSE,"Machining Technology",30,4,NA,3.641
537,"Saturn",FALSE,"Music Recording Technology",23,0,18.7337675936534,0
538,"Jupiter",FALSE,"Comm Health & Leadership",21,0,18.8442845225164,0
539,"Saturn",FALSE,"Atmospheric Sciences",27,0,21.0645043193461,0
540,"Jupiter",FALSE,"Geographic Science",53,4,NA,3.781
541,"Saturn",FALSE,"Fitness Technician",23,0,24.2681966523985,0
542,"Jupiter",FALSE,"Social Work",31,2.296,500.01289854204,1.86
543,"Saturn",FALSE,"Music Recording Technology",21,3.313,NA,2.636
544,"Jupiter",FALSE,"Paralegal Training",37,4,NA,3.996
545,"Saturn",TRUE,"Fitness Technician",24,3.115,NA,2.318
546,"Jupiter",FALSE,"Engineering/Electrical",25,0,35.266711923717,0.57
547,"Jupiter",TRUE,"Atmospheric Sciences",46,4,NA,3.276
548,"Jupiter",FALSE,"Surgical Technician",40,4,NA,3.805
549,"Jupiter",TRUE,"Transition to Teaching/ARL",48,3.645,NA,3.978
550,"Saturn",FALSE,"Energy Management",23,4,NA,3.988
551,"Jupiter",FALSE,"Music Recording Technology",34,4,NA,3.984
552,"Jupiter",FALSE,"Respiratory Therapy",23,4,NA,3.944
553,"Mercury",FALSE,"Web Graphic Design",40,4,NA,3.994
554,"Saturn",FALSE,"Graphic Communications",34,3.79,NA,4
555,"Jupiter",FALSE,"Music Recording Technology",58,4,NA,4
556,"Saturn",FALSE,"Surgical Technician",28,4,127081.764044505,3.591
557,"Saturn",FALSE,"International Studies",23,2.237,1837.7780020324,1.934
558,"Jupiter",TRUE,"Comm Health & Leadership",30,0,29.684194033918,0
559,"Uranus",FALSE,"Music Recording Technology",23,1.629,NA,1.864
560,"Jupiter",FALSE,"Photography Foundation",25,4,NA,2.842
561,"Jupiter",FALSE,"Visual Arts Illustration Spec",24,2.593,5212.89315257243,2.741
562,"Mercury",FALSE,"Visual Arts Illustration Spec",26,4,NA,4
563,"Jupiter",TRUE,"Business Management",36,4,NA,3.92
564,"Saturn",TRUE,"Surgical Technician",44,4,NA,3.664
565,"Neptune",FALSE,"Surgical Technician",35,4,NA,3.84
566,"Saturn",FALSE,"Surveying Technology",28,4,28247.0654147005,3.058
567,"Jupiter",FALSE,"Surgical Technician",22,4,NA,3.988
568,"Uranus",FALSE,"Exercise Sci/Kinesiology",28,4,NA,3.876
569,"Saturn",FALSE,"Visual Arts - Photograph Spec",27,1.63,NA,1.983
570,"Jupiter",TRUE,"MIDI",37,0.363,35.3686667877333,0.829
571,"Jupiter",FALSE,"Atmospheric Sciences",54,3.92,NA,4
572,"Jupiter",FALSE,"International Studies",37,4,NA,3.425
573,"Uranus",FALSE,"International Studies",21,1.814,3151.08259044126,2.397
574,"Jupiter",TRUE,"Engineering/Computer",29,4,NA,3.98
575,"Jupiter",TRUE,"Marketing Management",25,4,NA,3.974
576,"Saturn",TRUE,"Music Recording Technology",44,0.701,2411.85688039368,1.65
577,"Saturn",FALSE,"Advanced Manufacturing",27,4,NA,2.409
578,"Saturn",FALSE,"Visual Arts - Design Spec.",26,2.051,2667.12012873631,2.43
579,"Jupiter",FALSE,"Visual Arts Illustration Spec",38,4,NA,3.604
580,"Jupiter",TRUE,"Comm Health & Leadership",44,4,NA,4
581,"Jupiter",TRUE,"Comm Health & Leadership",24,4,NA,3.602
582,"Saturn",TRUE,"Music Recording Technology",34,0,27.7424736875986,0
583,"Saturn",FALSE,"Atmospheric Sciences",27,4,NA,3.885
584,"Jupiter",FALSE,"Web Graphic Design",55,4,NA,3.984
585,"Jupiter",FALSE,"Visual Arts Illustration Spec",30,3.569,NA,3.481
586,"Jupiter",FALSE,"Music Recording Technology",24,4,NA,3.874
587,"Jupiter",TRUE,"International Studies",28,3.396,NA,3.57
588,"Saturn",TRUE,"Physical Therapist Assistant",38,4,NA,3.876
589,"Jupiter",FALSE,"Master Auto Service Tech",25,0.827,465.824691096023,1.374
590,"Jupiter",TRUE,"Transition to Teaching/ARL",27,3.407,NA,2.373
591,"Saturn",TRUE,"Music Recording Technology",27,4,NA,3.242
592,"Jupiter",FALSE,"Engineering/Computer",35,1.241,NA,1.665
593,"Saturn",TRUE,"Web Graphic Design",25,3.201,NA,2.397
594,"Saturn",TRUE,"Engineering/Electrical",29,2.117,5961.43025688681,2.396
595,"Jupiter",FALSE,"Machining Technology",24,2.888,14312.8441687177,3.044
596,"Jupiter",FALSE,"Music Recording Technology",24,3.496,340915.721990389,4
597,"Jupiter",TRUE,"Music Recording Technology",56,3.424,NA,3.034
598,"Saturn",FALSE,"Visual Arts Illustration Spec",31,3.409,NA,3.097
599,"Jupiter",FALSE,"International Studies",42,3.94,NA,3.827
600,"Saturn",FALSE,"Surgical Technician",32,4,NA,3.535
601,"Jupiter",TRUE,"Communication",56,3.475,NA,2.365
602,"Uranus",TRUE,"Music Recording Technology",31,4,NA,3.482
603,"Saturn",FALSE,"Visual Arts Illustration Spec",31,4,NA,4
604,"Venus",TRUE,"English Studies",25,4,NA,3.543
605,"Uranus",TRUE,"Fitness Technician",29,4,NA,3.633
606,"Jupiter",TRUE,"Comm Health & Leadership",31,4,NA,4
607,"Jupiter",FALSE,"International Studies",47,4,NA,3.808
608,"Neptune",TRUE,"Visual Arts Illustration Spec",29,3.549,8753.55003272103,2.878
609,"Saturn",FALSE,"Visual Arts- Animation",56,0,10.5182331106493,0.032
610,"Saturn",FALSE,"Surgical Technician",37,4,NA,3.917
611,"Jupiter",TRUE,"Music Recording Technology",39,0.623,133.807516310497,0.722
612,"Saturn",FALSE,"Music Recording Technology",26,3.573,NA,2.955
613,"Jupiter",FALSE,"Visual Arts Illustration Spec",40,4,NA,4
614,"Jupiter",FALSE,"General Education",24,4,NA,3.768
615,"Jupiter",FALSE,"Anthropology",49,4,NA,4
616,"Saturn",TRUE,"Advanced Manufacturing",26,4,NA,3.972
617,"Jupiter",FALSE,"International Studies",24,4,70404.6003457307,3.461
618,"Jupiter",TRUE,"Engineering/Electrical",44,4,NA,3.903
619,"Jupiter",TRUE,"Anthropology",53,3.641,NA,3.676
620,"Jupiter",FALSE,"International Studies",32,4,NA,3.972
621,"Jupiter",FALSE,"Music Recording Technology",25,4,NA,3.984
622,"Saturn",TRUE,"International Studies",22,4,NA,3.894
623,"Jupiter",FALSE,"Surgical Technician",25,4,NA,3.919
624,"Jupiter",FALSE,"Atmospheric Sciences",36,1.464,832.241215552886,1.57
625,"Jupiter",FALSE,"Fitness Technician",24,0,4.43279833646895,0.046
626,"Jupiter",FALSE,"Special Fnct Rsrve Officer",40,0,12.9267115451639,0.008
627,"Saturn",FALSE,"Video/Radio Production",23,0,10.1884820190763,0
628,"Saturn",TRUE,"Surgical Technician",37,4,NA,3.749
629,"Jupiter",TRUE,"Video/Radio Production",38,4,NA,3.937
630,"Mercury",FALSE,"Music Recording Technology",32,2.445,NA,2.272
631,"Jupiter",FALSE,"Marketing Management",25,4,NA,3.763
632,"Jupiter",TRUE,"General Engineering",32,2.631,570.684538878617,1.829
633,"Saturn",TRUE,"American Sign Language",27,4,NA,3.987
634,"Saturn",FALSE,"Atmospheric Sciences",26,4,104140.242881027,3.481
635,"Saturn",FALSE,"Music Recording Technology",26,4,NA,3.695
636,"Saturn",TRUE,"Welding Fabrication Inspection",51,4,NA,4
637,"Jupiter",FALSE,"Surgical Technician",32,4,135064.522975102,3.56
638,"Jupiter",TRUE,"Visual Arts Illustration Spec",25,4,NA,3.729
639,"Saturn",FALSE,"Non-Destructive Testing Tech",27,4,NA,3.664
640,"Saturn",FALSE,"International Studies",54,3.61,NA,2.691
641,"Saturn",TRUE,"Sociology",23,4,NA,3.985
642,"Jupiter",TRUE,"Transition to Teaching/ARL",42,4,NA,3.545
643,"Jupiter",FALSE,"Music Recording Technology",27,2.696,NA,3.516
644,"Uranus",TRUE,"International Studies",28,3.541,NA,3.096
645,"Jupiter",TRUE,"International Studies",33,0,6.79541565833035,0
646,"Jupiter",TRUE,"Physical Therapist Assistant",24,4,NA,3.838
647,"Saturn",FALSE,"International Studies",33,4,NA,3.797
648,"Jupiter",FALSE,"Social Work",25,3.725,NA,3.042
649,"Jupiter",FALSE,"Music Recording Technology",27,0,5.74160841825849,0
650,"Saturn",FALSE,"Music Recording Technology",52,2.704,7346.81599082516,2.274
651,"Saturn",FALSE,"Visual Arts Illustration Spec",27,3.043,NA,2.914
652,"Jupiter",TRUE,"International Studies",46,4,NA,3.322
653,"Venus",FALSE,"Communication Studies",42,4,33049.4865951355,3.861
654,"Jupiter",TRUE,"International Studies",32,3.935,NA,3.033
655,"Jupiter",FALSE,"Exercise Sci/Kinesiology",35,4,NA,3.96
656,"Mercury",FALSE,"Dental Hygiene",24,4,NA,3.373
657,"Saturn",TRUE,"Surgical Technician",34,4,NA,3.803
658,"Jupiter",TRUE,"Interdisciplinary Studies",28,4,13130.0343871171,3.175
659,"Jupiter",TRUE,"Comm Health & Leadership",32,0.718,239.682956537608,1.42
660,"Saturn",FALSE,"Music Recording Technology",43,4,NA,3.971
661,"Jupiter",TRUE,"International Studies",24,4,NA,3.437
662,"Jupiter",TRUE,"Music Recording Technology",35,4,NA,3.944
663,"Jupiter",FALSE,"Electrical, Independent - Appr",32,4,NA,3.932
664,"Jupiter",FALSE,"Construction Management",23,4,NA,3.752
665,"Saturn",TRUE,"Visual Arts Illustration Spec",24,0,16.3795527493839,0
666,"Venus",FALSE,"Fashion Merchandising",27,4,NA,3.909
667,"Jupiter",FALSE,"International Studies",34,4,NA,2.977
668,"Jupiter",FALSE,"Exercise Sci/Kinesiology",47,2.118,NA,2.752
669,"Jupiter",TRUE,"Surgical Technician",29,3.819,NA,3.401
670,"Jupiter",FALSE,"Electronics Engineering Tech",43,4,NA,3.642
671,"Jupiter",FALSE,"Social & Behavioral Sciences",41,4,NA,3.855
672,"Saturn",TRUE,"Atmospheric Sciences",38,3.463,44590.4145306944,2.839
673,"Jupiter",FALSE,"Marketing Management",24,4,NA,3.859
674,"Jupiter",FALSE,"Education",27,3.932,NA,3.186
675,"Jupiter",FALSE,"Atmospheric Sciences",43,4,NA,3.653
676,"Uranus",FALSE,"Music Recording Technology",23,1.34,1499.15960642394,2.189
677,"Saturn",TRUE,"Physical Therapist Assistant",50,4,NA,3.841
678,"Jupiter",FALSE,"Visual Arts Illustration Spec",23,0,20.6072528609263,0.125
679,"Saturn",FALSE,"Atmospheric Sciences",27,1.278,NA,1.719
680,"Uranus",TRUE,"Dental Hygiene",39,4,NA,3.532
681,"Saturn",TRUE,"International Studies",27,3.37,NA,2.908
682,"Saturn",TRUE,"Fashion Merchandising",30,4,NA,3.682
683,"Uranus",TRUE,"Music Recording Technology",30,4,NA,3.798
684,"Jupiter",FALSE,"Surgical Technician",51,4,50581.9057588331,3.626
685,"Uranus",TRUE,"Visual Arts Illustration Spec",30,3.704,NA,2.51
686,"Jupiter",FALSE,"Music Recording Technology",49,4,172777.557616479,3.781
687,"Saturn",FALSE,"Psychology",23,4,NA,4
688,"Saturn",TRUE,"Engineering/Electrical",23,1.39,NA,2.728
689,"Jupiter",FALSE,"Visual Arts Illustration Spec",32,4,NA,3.66
690,"Saturn",FALSE,"Interdisciplinary Studies",29,4,NA,4
691,"Jupiter",FALSE,"Transition to Teaching/ARL",24,0,18.103852721218,0
692,"Jupiter",FALSE,"Engineering/Electrical",23,4,NA,3.892
693,"Neptune",FALSE,"Architectural Technology",23,4,NA,3.566
694,"Jupiter",FALSE,"Physical Therapist Assistant",37,3.729,NA,3.569
695,"Saturn",TRUE,"Fitness Technician",39,2.152,686.121015986131,1.779
696,"Jupiter",FALSE,"Surgical Technician",34,4,NA,3.942
697,"Saturn",FALSE,"International Studies",25,4,NA,4
698,"Venus",FALSE,"Biology",25,2.52,11323.5601977122,2.575
699,"Jupiter",FALSE,"Surgical Technician",28,4,NA,3.93
700,"Jupiter",TRUE,"Theatre Arts",46,3.788,NA,3.807
701,"Saturn",FALSE,"Surgical Technician",23,4,32102.9687012669,2.698
702,"Saturn",FALSE,"Visual Arts Illustration Spec",23,1.535,370.711981099065,1.369
703,"Jupiter",TRUE,"Fashion Merchandising",46,4,NA,3.937
704,"Jupiter",FALSE,"Atmospheric Sciences",53,4,NA,4
705,"Mars",TRUE,"Atmospheric Sciences",31,3.953,4891.48806859546,2.917
706,"Saturn",TRUE,"Atmospheric Sciences",24,4,NA,3.817
707,"Jupiter",TRUE,"Engineering/Electrical",38,4,NA,3.112
708,"Saturn",TRUE,"Technical Apparel Design",39,0,34.1240884294668,0.006
709,"Jupiter",FALSE,"Theatre Arts",47,3.246,23592.1342292842,2.691
710,"Saturn",TRUE,"Game Design & Development",50,4,NA,4
711,"Jupiter",FALSE,"Music Recording Technology",33,4,NA,4
712,"Jupiter",TRUE,"Transition to Teaching/ARL",23,4,NA,3.964
713,"Jupiter",FALSE,"International Studies",27,4,NA,4
714,"Jupiter",FALSE,"Music Recording Technology",31,4,NA,3.946
715,"Jupiter",FALSE,"Non-Destructive Testing Tech",26,4,NA,4
716,"Jupiter",TRUE,"International Studies",32,4,NA,3.959
717,"Jupiter",FALSE,"Physical Therapist Assistant",40,4,NA,4
718,"Jupiter",TRUE,"Visual Arts - Design Spec.",24,3.956,NA,3.791
719,"Venus",FALSE,"Visual Arts Illustration Spec",23,0,6.84197668350334,0
720,"Saturn",FALSE,"Visual Arts Illustration Spec",32,2.707,NA,2.471
721,"Jupiter",TRUE,"Web Graphic Design",23,4,NA,2.945
722,"Mars",FALSE,"Physical Therapist Assistant",42,4,NA,3.971
